,location,total_sqft,bath,price,bhk
7879,Rachenahalli,412.5,1.0,19.8,1
7880,Rachenahalli,1050.0,2.0,52.5,2
7883,Rachenahalli,690.0,1.0,39.8,1
7884,Rachenahalli,1050.0,2.0,47.25,2
7885,Rachenahalli,1050.0,2.0,55.5,2
7886,Rachenahalli,985.0,2.0,49.97,2
7887,Rachenahalli,1050.0,2.0,52.5,2
7888,Rachenahalli,1050.0,2.0,52.08,2
7890,Rachenahalli,1050.0,2.0,52.07,2
7892,Rachenahalli,1050.0,2.0,52.08,2
7893,Rachenahalli,985.0,2.0,49.97,2
7894,Rachenahalli,1856.0,3.0,106.0,3
7895,Rachenahalli,1050.0,2.0,52.5,2
7896,Rachenahalli,985.0,2.0,50.17,2
7897,Rachenahalli,2600.0,3.0,160.0,3
7900,Rachenahalli,985.0,2.0,50.17,2
7901,Rachenahalli,1050.0,2.0,52.71,2
7904,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
7905,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
7906,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
7907,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
7908,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
7909,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
7910,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2
7911,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2
7912,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
7913,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
7914,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
7915,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
7916,Raja Rajeshwari Nagar,500.0,1.0,25.0,1
7917,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2
7918,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
7919,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2
7921,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2
7922,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2
7923,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
7924,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2
7927,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2
7928,Raja Rajeshwari Nagar,1144.0,2.0,38.55,2
7929,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
7930,Raja Rajeshwari Nagar,1570.0,3.0,88.0,3
7931,Raja Rajeshwari Nagar,1168.0,2.0,61.0,2
7932,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
7933,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3
7935,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3
7936,Raja Rajeshwari Nagar,1200.0,2.0,35.0,2
7937,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2
7938,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3
7940,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
7941,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2
7943,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2
7944,Raja Rajeshwari Nagar,648.0,1.0,31.75,1
7945,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2
7946,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
7947,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
7949,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
7950,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
7952,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8
7953,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
7954,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2
7955,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
7956,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2
7957,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2
7958,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2
7959,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
7960,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3
7961,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2
7962,Raja Rajeshwari Nagar,1288.0,2.0,70.0,3
7963,Raja Rajeshwari Nagar,1120.0,2.0,37.97,2
7964,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
7965,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
7966,Raja Rajeshwari Nagar,1420.0,2.0,60.0,3
7967,Raja Rajeshwari Nagar,1303.0,2.0,44.17,2
7969,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
7970,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
7972,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
7973,Raja Rajeshwari Nagar,1235.0,2.0,75.0,2
7974,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3
7975,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
7976,Raja Rajeshwari Nagar,1162.0,2.0,65.0,2
7977,Raja Rajeshwari Nagar,1133.0,2.0,38.41,2
7978,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
7979,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
7981,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2
7982,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
7984,Raja Rajeshwari Nagar,1306.0,2.0,44.17,2
7985,Raja Rajeshwari Nagar,1196.0,2.0,40.44,2
7986,Raja Rajeshwari Nagar,1178.0,2.0,75.0,2
7987,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2
7988,Raja Rajeshwari Nagar,1151.0,2.0,39.0,2
7990,Raja Rajeshwari Nagar,1525.0,2.0,99.13,3
7991,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2
7992,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6
7993,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
7995,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
7997,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
7998,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
7999,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
8000,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
8001,Raja Rajeshwari Nagar,3600.0,9.0,240.0,9
8002,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
8003,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
8006,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2
8007,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2
8008,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2
8009,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
8010,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
8011,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
8012,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2
8014,Raja Rajeshwari Nagar,1550.0,3.0,86.8,3
8015,Raja Rajeshwari Nagar,1400.0,2.0,45.0,2
8016,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2
8017,Raja Rajeshwari Nagar,1580.0,3.0,83.74,3
8019,Raja Rajeshwari Nagar,1640.0,3.0,86.8,3
8021,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
8022,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
8023,Raja Rajeshwari Nagar,1279.0,2.0,53.76,3
8024,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
8025,Raja Rajeshwari Nagar,1240.0,2.0,40.54,2
8026,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
8027,Raja Rajeshwari Nagar,1240.0,2.0,42.04,2
8028,Raja Rajeshwari Nagar,1757.0,3.0,98.0,3
8029,Raja Rajeshwari Nagar,1530.0,3.0,64.0,3
8030,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3
8032,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
8033,Raja Rajeshwari Nagar,1450.0,2.0,67.0,3
8034,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
8035,Raja Rajeshwari Nagar,945.0,2.0,45.0,2
8036,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2
8037,Raja Rajeshwari Nagar,3450.0,7.0,225.0,8
8038,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
8039,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3
8040,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
8041,Raja Rajeshwari Nagar,1250.0,2.0,68.0,2
8042,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3
8043,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
8044,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3
8045,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2
8046,Raja Rajeshwari Nagar,1021.0,3.0,59.0,3
8047,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
8048,Raja Rajeshwari Nagar,1500.0,3.0,88.0,3
8049,Raja Rajeshwari Nagar,1168.0,2.0,66.0,2
8050,Raja Rajeshwari Nagar,1400.0,2.0,86.0,3
8051,Raja Rajeshwari Nagar,1157.0,2.0,65.0,2
8052,Raja Rajeshwari Nagar,1206.0,2.0,40.7,2
8053,Raja Rajeshwari Nagar,1000.0,2.0,50.0,2
8054,Raja Rajeshwari Nagar,1485.0,2.0,63.0,3
8055,Raja Rajeshwari Nagar,1335.0,2.0,56.0,3
8057,Raja Rajeshwari Nagar,1255.0,2.0,42.54,2
8058,Raja Rajeshwari Nagar,1530.0,3.0,64.86,3
8059,Raja Rajeshwari Nagar,1850.0,3.0,98.0,3
8060,Raja Rajeshwari Nagar,1140.0,2.0,44.0,2
8061,Raja Rajeshwari Nagar,6000.0,8.0,215.0,8
8062,Raja Rajeshwari Nagar,1140.0,2.0,39.0,2
8063,Raja Rajeshwari Nagar,510.0,1.0,22.0,1
8064,Raja Rajeshwari Nagar,1187.0,2.0,40.14,2
8065,Raja Rajeshwari Nagar,1141.0,2.0,60.0,2
8066,Rajaji Nagar,1640.0,3.0,229.0,3
8067,Rajaji Nagar,2390.0,3.0,415.0,3
8068,Rajaji Nagar,2390.0,3.0,410.0,3
8070,Rajaji Nagar,3516.0,4.0,540.0,4
8071,Rajaji Nagar,1640.0,3.0,223.0,3
8073,Rajaji Nagar,1800.0,4.0,324.0,6
8074,Rajaji Nagar,3526.0,4.0,558.0,4
8077,Rajaji Nagar,1800.0,3.0,260.0,3
8078,Rajaji Nagar,1640.0,3.0,241.0,3
8079,Rajaji Nagar,1370.0,2.0,170.0,2
8080,Rajaji Nagar,2409.0,3.0,360.0,3
8082,Rajaji Nagar,1718.0,3.0,288.0,2
8083,Rajaji Nagar,2386.0,3.0,334.0,3
8084,Rajaji Nagar,3436.0,6.0,500.0,4
8085,Rajaji Nagar,1200.0,2.0,150.0,2
8086,Rajaji Nagar,1160.0,1.0,163.0,2
8087,Rajaji Nagar,660.0,1.0,75.0,1
8088,Rajaji Nagar,1440.0,2.0,170.0,2
8089,Rajaji Nagar,2448.0,3.0,400.0,3
8090,Rajaji Nagar,1440.0,2.0,185.0,2
8091,Rajaji Nagar,1640.0,3.0,230.0,3
8094,Rajaji Nagar,1800.0,2.0,250.0,3
8095,Rajaji Nagar,3100.0,4.0,550.0,4
8096,Rajaji Nagar,3526.0,4.0,598.0,4
8097,Rajaji Nagar,1357.0,2.0,130.0,2
8098,Rajaji Nagar,2300.0,3.0,369.0,3
8100,Rajaji Nagar,2500.0,3.0,350.0,3
8103,Rajaji Nagar,2559.0,3.0,403.0,3
8104,Rajaji Nagar,1763.0,3.0,262.0,2
8110,Rajaji Nagar,2533.0,3.0,425.0,3
8111,Rajaji Nagar,1268.0,2.0,127.0,2
8113,Rajaji Nagar,1640.0,3.0,262.0,3
8114,Rajaji Nagar,1200.0,1.0,200.0,2
8115,Rajaji Nagar,2367.0,3.0,375.0,3
8116,Rajaji Nagar,2440.0,2.0,415.0,4
8117,Rajaji Nagar,1640.0,3.0,251.0,3
8119,Rajaji Nagar,1640.0,3.0,268.0,3
8120,Rajaji Nagar,2367.0,4.0,340.0,3
8122,Rajaji Nagar,3600.0,5.0,510.0,5
8123,Rajaji Nagar,1350.0,4.0,230.0,4
8126,Rajaji Nagar,2400.0,5.0,408.0,5
8127,Rajaji Nagar,2500.0,3.0,340.0,3
8128,Rajaji Nagar,2390.0,3.0,372.0,3
8129,Rajaji Nagar,2415.0,3.0,399.0,3
8130,Rajaji Nagar,1718.0,3.0,275.0,2
8131,Rajaji Nagar,1763.0,3.0,240.0,2
8133,Rajaji Nagar,2409.0,3.0,395.0,3
8134,Rajaji Nagar,1314.0,2.0,225.0,2
8135,Rajaji Nagar,1440.0,2.0,165.0,2
8136,Rajaji Nagar,1640.0,3.0,245.0,3
8137,Rajiv Nagar,1690.0,3.0,125.0,3
8138,Rajiv Nagar,1263.0,2.0,93.32,2
8139,Rajiv Nagar,2340.0,4.0,148.0,4
8140,Rajiv Nagar,2340.0,5.0,129.0,4
8141,Rajiv Nagar,1330.0,2.0,93.0,2
8142,Rajiv Nagar,2340.0,5.0,129.0,4
8143,Rajiv Nagar,1309.0,2.0,80.0,2
8144,Rajiv Nagar,2340.0,4.0,145.0,4
8145,Rajiv Nagar,2330.0,5.0,175.0,4
8146,Rajiv Nagar,2340.0,5.0,160.0,4
8147,Ramagondanahalli,1151.0,2.0,48.77,2
8148,Ramagondanahalli,1251.0,2.0,47.0,2
8149,Ramagondanahalli,1235.0,2.0,52.04,2
8150,Ramagondanahalli,1610.0,2.0,111.0,3
8151,Ramagondanahalli,540.0,1.0,30.0,1
8153,Ramagondanahalli,1235.0,2.0,46.8,2
8154,Ramagondanahalli,1215.0,2.0,51.26,2
8155,Ramagondanahalli,2257.0,4.0,157.0,3
8156,Ramagondanahalli,1251.0,2.0,47.4,2
8157,Ramagondanahalli,1610.0,2.0,115.0,3
8158,Ramagondanahalli,920.0,2.0,65.0,2
8159,Ramagondanahalli,1215.0,2.0,45.5,2
8161,Ramagondanahalli,1253.0,2.0,52.66,2
8162,Ramagondanahalli,1295.0,2.0,95.0,2
8163,Ramagondanahalli,1151.0,2.0,50.5,2
8164,Ramagondanahalli,1235.0,2.0,49.3,2
8165,Ramagondanahalli,2257.0,3.0,159.0,3
8166,Ramagondanahalli,1295.0,2.0,95.0,2
8168,Ramagondanahalli,1910.0,3.0,142.0,3
8169,Ramagondanahalli,1215.0,2.0,46.1,2
8171,Ramagondanahalli,1251.0,2.0,50.0,2
8172,Ramagondanahalli,1610.0,2.0,115.0,3
8173,Ramagondanahalli,1151.0,2.0,43.6,2
8175,Ramagondanahalli,1251.0,2.0,53.0,2
8176,Ramagondanahalli,845.0,2.0,45.82,2
8177,Ramagondanahalli,1910.0,3.0,150.0,3
8179,Ramagondanahalli,2040.0,3.0,114.0,3
8181,Ramagondanahalli,1251.0,2.0,46.0,2
8183,Ramagondanahalli,1151.0,2.0,46.0,2
8184,Ramagondanahalli,1610.0,2.0,112.0,3
8185,Ramagondanahalli,1610.0,2.0,115.0,3
8186,Ramagondanahalli,1200.0,3.0,56.1,3
8187,Ramagondanahalli,2787.0,5.0,220.0,4
8189,Ramagondanahalli,1125.0,2.0,75.0,2
8190,Ramagondanahalli,1151.0,2.0,42.5,2
8191,Ramagondanahalli,2257.0,3.0,155.0,3
8192,Ramagondanahalli,1500.0,3.0,100.0,3
8194,Ramagondanahalli,1910.0,3.0,131.0,3
8195,Ramamurthy Nagar,3700.0,4.0,225.0,4
8196,Ramamurthy Nagar,3500.0,5.0,150.0,5
8197,Ramamurthy Nagar,1050.0,2.0,37.0,2
8198,Ramamurthy Nagar,1040.0,2.0,50.0,2
8200,Ramamurthy Nagar,1200.0,3.0,72.0,2
8201,Ramamurthy Nagar,360.0,1.0,26.0,1
8202,Ramamurthy Nagar,950.0,2.0,50.79,2
8203,Ramamurthy Nagar,1200.0,2.0,66.0,3
8204,Ramamurthy Nagar,1525.0,3.0,100.0,3
8205,Ramamurthy Nagar,1200.0,2.0,80.0,2
8206,Ramamurthy Nagar,1200.0,2.0,42.0,2
8208,Ramamurthy Nagar,1100.0,2.0,68.0,2
8209,Ramamurthy Nagar,1185.0,2.0,45.5,2
8210,Ramamurthy Nagar,1170.0,2.0,46.8,2
8211,Ramamurthy Nagar,1150.0,2.0,51.0,2
8212,Ramamurthy Nagar,1200.0,2.0,48.0,2
8214,Ramamurthy Nagar,600.0,3.0,45.0,2
8215,Ramamurthy Nagar,1110.0,2.0,65.0,2
8217,Ramamurthy Nagar,1200.0,2.0,78.0,2
8219,Ramamurthy Nagar,600.0,1.0,43.0,1
8220,Ramamurthy Nagar,1006.0,2.0,57.0,2
8221,Ramamurthy Nagar,1200.0,2.0,76.0,2
8224,Ramamurthy Nagar,700.0,2.0,33.0,2
8225,Ramamurthy Nagar,1125.0,2.0,47.0,2
8226,Ramamurthy Nagar,1000.0,2.0,62.0,2
8227,Ramamurthy Nagar,1334.0,2.0,67.0,2
8228,Ramamurthy Nagar,1200.0,2.0,46.0,2
8229,Ramamurthy Nagar,1200.0,2.0,57.9,2
8231,Ramamurthy Nagar,1360.0,2.0,45.0,2
8232,Ramamurthy Nagar,1170.0,2.0,44.0,2
8233,Ramamurthy Nagar,2200.0,4.0,130.0,4
8234,Ramamurthy Nagar,1050.0,2.0,51.66,2
8235,Ramamurthy Nagar,2916.0,5.0,230.0,4
8236,Ramamurthy Nagar,2316.0,3.0,125.0,3
8237,Ramamurthy Nagar,1101.0,2.0,50.0,2
8238,Ramamurthy Nagar,1150.0,2.0,40.0,2
8240,Ramamurthy Nagar,1050.0,2.0,37.8,2
8241,Ramamurthy Nagar,935.0,2.0,39.0,2
8242,Ramamurthy Nagar,1200.0,2.0,68.0,2
8243,Ramamurthy Nagar,540.0,1.0,35.0,1
8244,Ramamurthy Nagar,960.0,2.0,35.0,2
8245,Rayasandra,1314.0,2.0,63.0,3
8246,Rayasandra,1065.0,2.0,44.95,2
8247,Rayasandra,1708.0,3.0,75.0,3
8248,Rayasandra,1199.0,2.0,48.5,3
8249,Rayasandra,1577.0,3.0,67.0,3
8250,Rayasandra,1253.0,2.0,57.0,2
8251,Rayasandra,583.0,1.0,26.9,1
8252,Rayasandra,1198.0,2.0,54.0,2
8253,Rayasandra,1555.0,3.0,75.17,3
8254,Rayasandra,1458.0,3.0,60.0,3
8255,Rayasandra,1179.0,2.0,55.0,3
8256,Rayasandra,1601.0,3.0,70.0,3
8257,Rayasandra,1708.0,3.0,76.0,4
8258,Rayasandra,470.0,1.0,21.0,1
8259,Rayasandra,3600.0,5.0,145.0,5
8260,Rayasandra,1357.0,2.0,59.0,3
8262,Sahakara Nagar,1500.0,2.0,95.0,3
8263,Sahakara Nagar,1100.0,2.0,56.0,2
8264,Sahakara Nagar,1219.0,2.0,48.0,2
8265,Sahakara Nagar,1100.0,2.0,75.0,3
8266,Sahakara Nagar,1655.0,3.0,115.0,3
8267,Sahakara Nagar,1150.0,2.0,54.0,2
8268,Sahakara Nagar,1270.0,2.0,69.85,2
8269,Sahakara Nagar,960.0,2.0,56.0,2
8270,Sahakara Nagar,1048.0,2.0,50.0,2
8271,Sahakara Nagar,1160.0,2.0,55.0,2
8272,Sahakara Nagar,1200.0,2.0,75.0,3
8273,Sahakara Nagar,2500.0,4.0,200.0,4
8274,Sahakara Nagar,1914.0,3.0,179.0,3
8275,Sahakara Nagar,1500.0,3.0,125.0,3
8276,Sahakara Nagar,1100.0,2.0,55.0,2
8277,Sahakara Nagar,1914.0,3.0,149.0,3
8278,Sahakara Nagar,1000.0,2.0,60.0,2
8280,Sahakara Nagar,1175.0,2.0,49.0,2
8281,Sahakara Nagar,1370.0,2.0,90.0,3
8282,Sahakara Nagar,1100.0,2.0,55.0,2
8283,Sahakara Nagar,1100.0,2.0,75.0,3
8284,Sahakara Nagar,1180.0,2.0,72.0,2
8285,Sahakara Nagar,1200.0,2.0,60.0,2
8286,Sahakara Nagar,1032.0,2.0,45.0,2
8287,Sahakara Nagar,1200.0,2.0,46.0,2
8288,Sahakara Nagar,1270.0,2.0,96.0,2
8289,Sahakara Nagar,1201.0,2.0,80.0,2
8290,Sahakara Nagar,1200.0,2.0,54.0,2
8291,Sahakara Nagar,1291.0,2.0,72.3,2
8292,Sanjay nagar,1000.0,2.0,70.0,2
8293,Sanjay nagar,1100.0,2.0,98.0,2
8294,Sanjay nagar,1150.0,2.0,72.2,2
8295,Sanjay nagar,1800.0,3.0,180.0,3
8296,Sanjay nagar,630.0,1.0,35.0,2
8297,Sanjay nagar,3300.0,3.0,250.0,5
8298,Sanjay nagar,1900.0,2.0,180.0,3
8299,Sanjay nagar,1575.0,2.0,90.0,2
8302,Sanjay nagar,960.0,2.0,55.0,2
8303,Sanjay nagar,1050.0,2.0,59.0,2
8304,Sanjay nagar,1150.0,2.0,70.0,2
8305,Sanjay nagar,1500.0,3.0,150.0,3
8306,Sanjay nagar,1180.0,2.0,80.0,2
8307,Sarakki Nagar,2121.0,4.0,253.0,3
8308,Sarakki Nagar,2289.0,3.0,260.0,3
8309,Sarakki Nagar,2500.0,4.0,325.0,3
8310,Sarakki Nagar,2145.0,4.0,270.0,3
8311,Sarakki Nagar,1200.0,3.0,128.0,3
8312,Sarakki Nagar,2663.0,4.0,338.0,3
8313,Sarakki Nagar,1840.0,4.0,175.0,3
8317,Sarjapur,2250.0,3.0,148.0,3
8318,Sarjapur,1600.0,3.0,75.0,3
8319,Sarjapur,1242.5,2.0,43.49,2
8320,Sarjapur,913.0,2.0,32.0,2
8321,Sarjapur,1128.0,2.0,60.0,2
8322,Sarjapur,1185.0,2.0,47.0,2
8323,Sarjapur,900.0,2.0,42.0,3
8324,Sarjapur,649.5,1.0,17.535,1
8325,Sarjapur,1020.0,2.0,35.0,2
8326,Sarjapur,1195.0,2.0,42.0,2
8327,Sarjapur,1240.0,2.0,44.0,2
8329,Sarjapur,950.0,2.0,32.5,2
8330,Sarjapur,1285.0,2.0,68.0,3
8332,Sarjapur,925.0,2.0,25.0,2
8333,Sarjapur,3190.0,3.0,160.0,4
8334,Sarjapur,1215.0,2.0,40.0,2
8336,Sarjapur,1200.0,3.0,78.0,3
8337,Sarjapur,1000.0,2.0,30.0,2
8338,Sarjapur,1157.0,2.0,40.0,2
8339,Sarjapur,2238.0,3.0,140.0,3
8340,Sarjapur,2020.0,3.0,85.0,3
8341,Sarjapur,2885.0,3.0,185.0,4
8343,Sarjapur,1240.0,2.0,44.3,2
8344,Sarjapur,625.0,1.0,19.0,1
8345,Sarjapur,2585.5,4.0,139.5,4
8346,Sarjapur,940.0,2.0,25.38,2
8347,Sarjapur,2100.0,3.0,125.0,4
8348,Sarjapur,913.0,2.0,36.0,2
8349,Sarjapur,1404.0,2.0,53.35,3
8350,Sarjapur,1830.0,3.0,88.0,3
8351,Sarjapur,1364.0,2.0,56.0,3
8352,Sarjapur,1124.0,2.0,30.35,2
8353,Sarjapur,1044.0,2.0,32.0,2
8354,Sarjapur,650.0,1.0,19.87,1
8355,Sarjapur,1175.0,2.0,42.0,2
8356,Sarjapur,1240.0,2.0,43.1,2
8358,Sarjapur,1032.0,2.0,42.0,2
8360,Sarjapur,1044.0,2.0,34.0,2
8361,Sarjapur,1200.0,3.0,76.13,3
8362,Sarjapur,1200.0,2.0,62.0,2
8363,Sarjapur,900.0,2.0,27.98,2
8365,Sarjapur,1205.0,2.0,29.0,2
8366,Sarjapur,850.0,2.0,32.0,2
8367,Sarjapur,1175.0,2.0,41.68,2
8369,Sarjapur,920.0,2.0,33.0,2
8371,Sarjapur,1150.0,2.0,41.0,2
8372,Sarjapur,1200.0,2.0,42.6,2
8373,Sarjapur,1333.0,3.0,50.0,3
8374,Sarjapur,1044.0,2.0,36.0,2
8375,Sarjapur,950.0,2.0,35.0,2
8377,Sarjapur,2172.0,3.0,100.0,3
8378,Sarjapur,633.0,1.0,17.09,1
8379,Sarjapur,1500.0,5.0,95.0,3
8380,Sarjapur,1451.0,2.0,87.0,2
8381,Sarjapur,2400.0,3.0,140.0,4
8382,Sarjapur,1525.0,2.0,68.0,3
8383,Sarjapur,1095.0,2.0,45.0,2
8384,Sarjapur,1425.0,3.0,57.0,3
8385,Sarjapur  Road,2497.0,3.0,140.0,3
8386,Sarjapur  Road,1787.0,3.0,98.29,3
8387,Sarjapur  Road,1787.0,3.0,125.0,3
8391,Sarjapur  Road,1000.0,2.0,67.0,2
8392,Sarjapur  Road,1346.0,2.0,74.03,2
8393,Sarjapur  Road,1195.0,2.0,70.0,2
8394,Sarjapur  Road,1550.0,3.0,100.0,3
8396,Sarjapur  Road,2100.0,3.0,125.0,3
8398,Sarjapur  Road,1691.0,3.0,113.0,3
8399,Sarjapur  Road,1278.0,2.0,95.0,2
8400,Sarjapur  Road,2238.0,3.0,140.0,3
8401,Sarjapur  Road,1800.0,3.0,110.0,3
8405,Sarjapur  Road,1984.0,4.0,146.0,3
8407,Sarjapur  Road,1128.0,2.0,59.0,2
8409,Sarjapur  Road,1700.0,3.0,110.0,3
8410,Sarjapur  Road,1157.0,2.0,75.0,3
8411,Sarjapur  Road,1282.0,2.0,72.0,2
8412,Sarjapur  Road,4111.0,4.0,310.0,4
8413,Sarjapur  Road,3430.0,6.0,228.5,4
8414,Sarjapur  Road,3900.0,4.0,300.0,4
8417,Sarjapur  Road,1050.0,2.0,62.0,2
8418,Sarjapur  Road,1700.0,3.0,135.0,3
8419,Sarjapur  Road,1691.0,3.0,119.0,3
8420,Sarjapur  Road,1846.0,3.0,140.0,3
8421,Sarjapur  Road,1200.0,3.0,95.0,3
8424,Sarjapur  Road,1819.0,3.0,100.0,3
8425,Sarjapur  Road,1845.0,4.0,110.0,3
8426,Sarjapur  Road,1233.0,2.0,77.65,2
8430,Sarjapur  Road,3750.0,6.0,290.0,4
8432,Sarjapur  Road,1680.0,3.0,112.0,3
8433,Sarjapur  Road,1255.0,2.0,92.0,2
8435,Sarjapur  Road,1311.0,2.0,78.0,2
8437,Sarjapur  Road,1157.0,2.0,75.0,3
8438,Sarjapur  Road,1145.0,2.0,75.0,2
8439,Sarjapur  Road,1300.0,2.0,70.0,3
8442,Sarjapur  Road,1476.0,2.0,98.94,3
8443,Sarjapur  Road,2180.0,3.0,170.0,3
8446,Sarjapur  Road,1750.0,3.0,110.0,3
8449,Sarjapur  Road,1200.0,3.0,70.0,3
8450,Sarjapur  Road,2600.0,3.0,200.0,3
8452,Sarjapur  Road,685.0,1.0,40.0,1
8454,Sarjapur  Road,2720.0,5.0,210.0,3
8455,Sarjapur  Road,1241.0,2.0,82.0,2
8458,Sarjapur  Road,3785.0,6.0,280.0,4
8459,Sarjapur  Road,835.0,1.0,46.95,1
8460,Sarjapur  Road,1280.0,2.0,76.0,2
8463,Sarjapur  Road,1263.0,2.0,78.0,2
8464,Sarjapur  Road,1691.0,3.0,98.0,3
8466,Sarjapur  Road,1308.0,2.0,83.0,2
8467,Sarjapur  Road,1592.0,3.0,91.0,3
8469,Sarjapur  Road,1150.0,2.0,77.0,2
8470,Sarjapur  Road,1965.0,3.0,120.0,3
8471,Sarjapur  Road,2275.0,4.0,180.0,3
8473,Sarjapur  Road,1418.0,2.0,78.0,2
8474,Sarjapur  Road,1200.0,2.0,93.0,2
8477,Sarjapur  Road,1115.0,2.0,60.0,2
8478,Sarjapur  Road,1525.0,2.0,87.0,3
8479,Sarjapur  Road,1346.0,2.0,71.32,2
8480,Sarjapur  Road,3905.0,7.0,290.0,5
8482,Sarjapur  Road,715.0,1.0,29.0,1
8483,Sarjapur  Road,1230.0,2.0,94.5,2
8484,Sarjapur  Road,1750.0,3.0,99.0,3
8485,Sarjapur  Road,1145.0,2.0,62.0,2
